"","CLIENT_HASH_ID","CONTRACT_HASH_ID","TERM","CONTRACT_SUM","CURRENT_SUM","CURRENT_INTEREST_RATE","OPEN_DATE","PLAN_CLOSE_DATE","FACT_CLOSE_DATE","PRODUCT","CONTRACT_TYPE","CURRENT_PRINCIPAL_SUM","F1","GENDER","AGE"
"217901","f047bee390c7416fdc8c659a0335683e","8cc6b124507dbfc16ea66c2250a13f4e","(null)","0",0,"0","2014-08-19 00:00:00","(null)","2015-09-07 00:00:00","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","Ж",21
"217902","f047bee390c7416fdc8c659a0335683e","48ce7bd687818b98d0b320fdabe492bb","(null)","0",29000,"0","2014-10-24 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","Ж",21
"217903","f047bee390c7416fdc8c659a0335683e","a6a2e808b4ad8349af1c42e086c38b05","36","3000",80000,"2","2014-10-24 00:00:00","2017-10-23 00:00:00","(null)","Срочный депозит","D","(null)","71e1e42d79887c04b571828357d5f37e","Ж",21
"217904","f047bee390c7416fdc8c659a0335683e","4843d188b19ed84edb9c3a939b2864e9","(null)","0",1200,"0","2015-12-09 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","Ж",21
"217905","f047bee390c7416fdc8c659a0335683e","5d50a55128b95b0a8644fa95956e2912","(null)","(null)",4500,"18","2016-06-23 00:00:00","(null)","(null)","Овердрафт","C","0","71e1e42d79887c04b571828357d5f37e","Ж",21
"217968","f05f54dd99a9244337ca42027c3ef8ff","0e0034459bb64445d6874e6733cff076","(null)","600",0,"0","2008-07-01 00:00:00","(null)","(null)","Текущий счёт","D","(null)","bac64815dc7b441809c1d4de833ef9fd","М",23
"217969","f05f54dd99a9244337ca42027c3ef8ff","0799a31a588d08ec6b2ddc6037f6c9b2","(null)","0",0,"17","2012-07-14 00:00:00","(null)","(null)","Овердрафт","C","0","bac64815dc7b441809c1d4de833ef9fd","М",23
"217970","f05f54dd99a9244337ca42027c3ef8ff","4ae508e8039d9a2ed3b11f605c9a5c1a","(null)","200",0,"0","2013-05-09 00:00:00","(null)","(null)","Текущий счёт","D","(null)","bac64815dc7b441809c1d4de833ef9fd","М",23
"217971","f05f54dd99a9244337ca42027c3ef8ff","9ad0e1ab51eb094afa3df217b3cb1c3e","(null)","0",0,"0","2013-05-09 00:00:00","(null)","(null)","Текущий счёт","D","(null)","bac64815dc7b441809c1d4de833ef9fd","М",23
"217972","f05f54dd99a9244337ca42027c3ef8ff","7d054ef59e60f2fa2faeb6c594d4b5cb","(null)","0",0,"0","2013-10-29 00:00:00","(null)","(null)","Текущий счёт","D","(null)","bac64815dc7b441809c1d4de833ef9fd","М",23
"217973","f05f54dd99a9244337ca42027c3ef8ff","43d13340675b856fca2a9ddc8bb869ed","(null)","(null)",0,"18","2015-11-30 00:00:00","(null)","(null)","Овердрафт","C","0","bac64815dc7b441809c1d4de833ef9fd","М",23
"218010","f06a5a0bd65509f8dd7e538a3c2febd8","59f8a4462cbe28f944a29e09e912bc88","(null)","0",0,"0","2013-09-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","bac64815dc7b441809c1d4de833ef9fd","Ж",23
"218011","f06a5a0bd65509f8dd7e538a3c2febd8","e520977a558a09742ac96d8c03f39d6e","(null)","0",100,"0","2013-09-15 00:00:00","(null)","(null)","Текущий счёт","D","(null)","bac64815dc7b441809c1d4de833ef9fd","Ж",23
"218012","f06b16cbc3ed42ed26a31691d1d3e2a3","cce112882a461c62765b3b9dcee84709","(null)","0",0,"0","2014-02-07 00:00:00","(null)","(null)","Текущий счёт","D","(null)","018d34d8d97fe30fd4347602b8031ec4","М",22
"218013","f06b16cbc3ed42ed26a31691d1d3e2a3","afbc1eac71a758b8154863d51f392fd1","(null)","0",0,"0","2013-10-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","018d34d8d97fe30fd4347602b8031ec4","М",22
"218014","f06b16cbc3ed42ed26a31691d1d3e2a3","96436b7281b37b0a6e4427d34bf14f9b","(null)","1600",0,"0","2011-11-23 00:00:00","(null)","2016-04-14 00:00:00","Текущий счёт","D","(null)","018d34d8d97fe30fd4347602b8031ec4","М",22
"218221","f0a117967771e42b3f16e8d675d6cfc3","77861909f1628369a6e8dc6218de8588","(null)","0",22000,"0","2014-09-05 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",19
"218242","f0a983e63ff6acfb3519a38102a2cc20","e719f72f41291fb415a8ef29727d1418","(null)","0",100,"0","2013-09-24 00:00:00","(null)","(null)","Текущий счёт","D","(null)","1ca2d30ce0631cee23b98dfc2d24bdcf","Ж",20
"218246","f0aabc1c245ef17703747fa6ba4e1beb","35e049a178ec6e03d37afa5b8b9d2961","(null)","0",0,"0","2012-07-07 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",19
"218247","f0aabc1c245ef17703747fa6ba4e1beb","a48a3299cdc6d3dc60111124c7fc1337","(null)","0",0,"0","2014-10-09 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",19
"218257","f0ad2e59c7d0a6243af735da942affdc","09b9908847472645d0fb9c5bbe5ef54d","(null)","0",200,"0","2013-10-02 00:00:00","(null)","(null)","Текущий счёт","D","(null)","0e521f30657448f205ecf7a46e4105c0","Ж",23
"218281","f0bbc3e56d4cd6c760fc062d9142a0af","2d85a94f27ca016fb397a41f030bb212","(null)","0",0,"0","2012-09-13 00:00:00","(null)","(null)","Текущий счёт","D","(null)","5213e792098c90e356b18861f64570af","Ж",19
"218329","f0cd861b9d4bed7c915f518ad3ca3522","12ee543f28402803cb5fc5576f551379","(null)","0",0,"0","2014-11-21 00:00:00","(null)","(null)","Текущий счёт","D","(null)","b628d7d2ba91a097a131c51788e8c4ea","М",23
"218353","f0d60e21e59f852854a4a6187883f854","65d8f6a4ca8f3c756ec7d62c66c56099","(null)","0",0,"0","2013-09-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","b628d7d2ba91a097a131c51788e8c4ea","М",20
"218362","f0dc5526b47e474e991cdbc149f70303","066c7226ff0b7242beb8892346129331","(null)","0",0,"0","2012-10-30 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",20
"218429","f0ef3ba211621c16781d088997542fef","93dbc78a3a8a9b3c0b823812a1425786","(null)","0",0,"0","2014-06-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","7d33c54b3363042d090cb011b215279c","Ж",21
"218430","f0ef3ba211621c16781d088997542fef","197c162fbd7605b787f0f70a949fb904","(null)","0",0,"0","2012-09-28 00:00:00","(null)","(null)","Текущий счёт","D","(null)","7d33c54b3363042d090cb011b215279c","Ж",21
"218435","f0efb53382c74f9aedd55d52209590d1","c46377f706629533d577db44b973d11f","(null)","0",0,"0","2010-09-17 00:00:00","(null)","(null)","Текущий счёт","D","(null)","b871449af47f30db11ef29b52e39819d","Ж",24
"218552","f1159783515520e8979416f4fc29ab9b","28b1aa388b26bd4687747a73b7238fe1","(null)","500",1100,"1","2014-06-11 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",21
"218553","f1159783515520e8979416f4fc29ab9b","610eead7defcbc1ff8ac6d769e8f0755","(null)","(null)",1100,"30","2015-01-30 00:00:00","(null)","(null)","Овердрафт","C","0","8215444bab327ec0f170d0ef7296c026","Ж",21
"218616","f1218427e7651f7592a1596ddab40d03","49aa0c3f0fe6edce0d93270bd571ba54","(null)","7800",0,"0","2014-10-15 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",19
"218617","f1218427e7651f7592a1596ddab40d03","7a446aa3ddb45f6c371c1843fb49bbe3","(null)","0",0,"0","2016-08-23 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",19
"218618","f1218427e7651f7592a1596ddab40d03","bbe9a3344d90ada5ef96b13222797e0c","(null)","0",0,"0","2015-12-22 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",19
"218644","f132f2e96146490f01622a8cdadc981c","068c302678bd12c7dea202de0bbe0e90","(null)","0",3400,"0","2014-09-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","0e521f30657448f205ecf7a46e4105c0","Ж",19
"218682","f13f8109e4274e8ceb0cf960472a2ec6","513baed660502c59f3b14e89914068c5","(null)","0",200,"0","2014-09-09 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","М",18
"218694","f142d26daf04263a36ff8c4db931395f","c4a3fc7eae6ad251bb8b0f3d73e60c0b","(null)","0",0,"0","2014-06-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","db96a8c8cf0715541dd5d9fd96529ac4","М",20
"218695","f142d26daf04263a36ff8c4db931395f","45e70b47e6c60d2a6b5cd81250d8f2f2","(null)","0",0,"0","2011-10-11 00:00:00","(null)","(null)","Текущий счёт","D","(null)","db96a8c8cf0715541dd5d9fd96529ac4","М",20
"218790","f15aceb0c3a4e20ae70dc9839d6923d1","f570992eb47860ae847b47fd3ff594b0","(null)","0",0,"0","2014-10-09 00:00:00","(null)","2015-06-16 00:00:00","Текущий счёт","D","(null)","b871449af47f30db11ef29b52e39819d","Ж",24
"218791","f15aceb0c3a4e20ae70dc9839d6923d1","896b64b9c2d0cca21be3cccf6a9844be","(null)","0",0,"0","2014-10-08 00:00:00","(null)","(null)","Текущий счёт","D","(null)","b871449af47f30db11ef29b52e39819d","Ж",24
"218974","f189eac295f368fcd7b287d6a2bb58ac","00fda610bf70512f5fb03ba27a21c356","(null)","0",2200,"0","2011-09-02 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",22
"219035","f19c36d4970cd92165fd2cb0433ccdbb","ac3cfcd35657c7ea453d5d39f4aede23","(null)","0",100,"0","2014-01-31 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",24
"219036","f19cf5f3e22c4be63ac43147da250711","ee996defde8d477a82a993f24890554d","(null)","0",0,"0","2013-10-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","Ж",24
"219058","f1a281eb31619881161227ad6ebd52e7","8fe591a57168e195db11c03832dd54bf","(null)","0",0,"0","2014-03-06 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",23
"219059","f1a281eb31619881161227ad6ebd52e7","f190e4a23895d00a644ed6427e2ffa78","(null)","0",200,"0","2011-11-15 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",23
"219060","f1a281eb31619881161227ad6ebd52e7","f6ed9b02b85e8518a015eff7870e313c","(null)","0",0,"0","2015-01-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",23
"219070","f1a72a44576fd3d0beee740b441413c7","389a59346e9464115754e788ccf80c94","(null)","0",0,"0","2012-09-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",22
"219137","f1c086a5fe25b4f19e4daa11a35fc399","644244ca7a2adc9dddd32170922160cf","(null)","0",0,"0","2013-10-04 00:00:00","(null)","(null)","Текущий счёт","D","(null)","6ede6f872f8d56aa83876b96bcde60d4","Ж",20
"219144","f1c2a468cc304ec9136a45be7cf306fe","48da04aecbade895155c9223ee659f5a","(null)","0",0,"0","2012-10-27 00:00:00","(null)","(null)","Текущий счёт","D","(null)","0e521f30657448f205ecf7a46e4105c0","Ж",21
"219185","f1d16b2cbf073bf3c30808ba1a48eef4","e27e9d39a20010978b1503b622878f27","(null)","0",0,"0","2014-09-16 00:00:00","(null)","2015-03-01 00:00:00","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","Ж",20
"219214","f1dc0fc271f0f8e7715dac89495cf2b3","2fded7d28b60a797c8fbeecead9d1ba0","(null)","0",0,"0","2014-10-11 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",21
"219215","f1dc0fc271f0f8e7715dac89495cf2b3","8cd837759c66b1a3073fa1bb927dd894","(null)","0",0,"0","2011-09-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",21
"219255","f1defa6659f4d1f06493f6bc0b31718c","441730fa8f3ef5f49e941ffb45ec90cc","(null)","0",0,"0","2010-09-22 00:00:00","(null)","(null)","Текущий счёт","D","(null)","b628d7d2ba91a097a131c51788e8c4ea","Ж",22
"219268","f1e723319bb97a14c47f2233c760baf7","2b990cf08258f6591566a42085597ebe","(null)","0",2500,"0","2014-09-05 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",24
"219269","f1e723319bb97a14c47f2233c760baf7","867c44bf6fa11baad01ab3f89b01eb95","(null)","32000",35000,"0","2013-10-04 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",24
"219435","f20da6d5f5d79e79cf4435850accbb48","4d43a2072cb7a739b6fd8073322870c9","(null)","0",0,"0","2011-09-02 00:00:00","(null)","2015-12-03 00:00:00","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","Ж",22
"219495","f211fe46dd36959ef03e637c83a0a13d","fd97874e5da5365e60ea4691cbf607d7","(null)","0",200,"0","2012-09-20 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","Ж",21
"219496","f211fe46dd36959ef03e637c83a0a13d","aa562700191bf063043ec04a06ea3a63","(null)","(null)",200,"0","2014-11-05 00:00:00","(null)","2015-10-06 00:00:00","Овердрафт","C","0","71e1e42d79887c04b571828357d5f37e","Ж",21
"219741","f2457764cc0bd536f732dad3720855de","e7ce11966c71122184f73e646e0e60ee","(null)","(null)",0,"18","2014-11-20 00:00:00","(null)","(null)","Овердрафт","C","0","a1fffaa77ff30165958613b698dc8fd5","М",19
"219742","f2457764cc0bd536f732dad3720855de","4a20cbbe3389822843c44ee276ae3bec","(null)","0",0,"0","2014-09-11 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","М",19
"219743","f247aabb1cd8deedd71a58e6006a9455","9e53930f81db7e7828a0f481b45a5cbe","(null)","0",0,"0","2011-10-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","М",23
"219771","f25103e857ec349e9c7c421182f52e83","8b92b3a4b6be6a61bb7c730a990b607f","(null)","4000",0,"0","2009-09-25 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",23
"219805","f262b2550730ff19ca31e4842940b877","beeaa2c91a8deb86b0f1f5e3399a52f4","(null)","0",100,"0","2012-12-06 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",20
"219806","f262b2550730ff19ca31e4842940b877","b9aee134a7520456ad06861ce6882809","(null)","(null)",100,"18","2014-04-29 00:00:00","(null)","(null)","Овердрафт","C","0","3dfbcfdf96da35c17688cd96b5a94578","Ж",20
"219851","f271b12a8d4fbc155047431107941edf","7371601c3f14ade939a6a1e6924a7d58","(null)","0",0,"0","2014-07-01 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","Ж",19
"219864","f2790d5480b99961233badeacd26a000","ad548c81a72be5d228e0992c2c146f47","(null)","0",0,"0","2015-08-15 00:00:00","(null)","(null)","Текущий счёт","D","(null)","db96a8c8cf0715541dd5d9fd96529ac4","Ж",21
"219865","f2790d5480b99961233badeacd26a000","191b0d5445c0eea8badb1bf96da4bd9c","(null)","79000",300,"(null)","2004-09-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","db96a8c8cf0715541dd5d9fd96529ac4","Ж",21
"219866","f2790d5480b99961233badeacd26a000","ec1a41c013178549cd7ecc5bcc528be7","(null)","0",0,"0","2013-09-17 00:00:00","(null)","2015-09-24 00:00:00","Текущий счёт","D","(null)","db96a8c8cf0715541dd5d9fd96529ac4","Ж",21
"219926","f28625f69421efe7a44e4593022b72c2","a00814b68dd1e4d5b0db806d69f5ea04","(null)","0",7000,"0","2013-09-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","018d34d8d97fe30fd4347602b8031ec4","Ж",20
"219938","f28baf4d6113bd90ebabb10abdc80ecc","beaade1591ae2c4803f890364b46574a","(null)","0",0,"0","2012-09-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",21
"219939","f28baf4d6113bd90ebabb10abdc80ecc","3391dbc0be0ceeb2ed5b01d06e34d665","(null)","200",0,"0","2012-07-04 00:00:00","(null)","2015-11-16 00:00:00","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",21
"219940","f28baf4d6113bd90ebabb10abdc80ecc","b0d42fdcaa9f639a543d4ca966dcd98c","(null)","300",0,"0","2015-10-06 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",21
"219978","f29e5dab4c6de3a6d3db961da707fbc6","8cf5bdc0af7c167cb2c9c3c481b4d2ce","(null)","0",0,"0","2013-12-05 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","М",21
"220040","f2aae050db3cd2f42f3db17fa4613b86","a7626c2be120c8a3ae0cdb6744f8f1cf","(null)","0",0,"0","2015-06-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",19
"220041","f2aae050db3cd2f42f3db17fa4613b86","94cecf261e633755627d54af5cba2cdc","(null)","0",0,"0","2013-09-28 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",19
"220105","f2c583ec1b1728184be60f6db87d908f","18687032cdc6063f456e916b27779dd9","(null)","0",0,"0","2011-10-17 00:00:00","(null)","2015-01-14 00:00:00","Текущий счёт","D","(null)","0e521f30657448f205ecf7a46e4105c0","Ж",23
"220106","f2c583ec1b1728184be60f6db87d908f","b7e6fed524d8969cf339c3ab2eb476cd","(null)","0",0,"0","2012-12-06 00:00:00","(null)","(null)","Текущий счёт","D","(null)","0e521f30657448f205ecf7a46e4105c0","Ж",23
"220135","f2d7e6e0307e05ea414e9e46dbf9c2ff","2ad2bd1a3f1f94564daf6538edd605ee","(null)","0",0,"0","2013-09-13 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",21
"220192","f2dce9d2840a9d55696770d8d2def662","5a3664cb5f1f6c7992d63c9891567d8d","(null)","0",0,"0","2012-09-19 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","Ж",20
"220193","f2dce9d2840a9d55696770d8d2def662","e84ce30ab2f7fa15ca9421e1510ec87e","(null)","200",0,"0","2012-10-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","Ж",20
"220213","f2e2f0c8e2cc5a51bb2844566e91084c","71ad9c2bfd7306ec15ec5c10e2cef055","(null)","0",0,"0","2013-10-09 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3c423cf4f2bdd61e4dc739b26d945709","Ж",19
"220290","f2f7f23e50ec9df80754b806a8bd97f1","c3cdf63322a199073b29204b6b90458f","6","52000",0,"10","2014-02-12 00:00:00","2015-02-09 00:00:00","2014-09-23 00:00:00","Срочный депозит","D","(null)","14aa590a6630a7dd9a4233b8b8182100","М",23
"220291","f2f7f23e50ec9df80754b806a8bd97f1","55fc4ba28e35b7a92c7bc1dd8327a71f","(null)","0",1700,"0","2011-09-02 00:00:00","(null)","(null)","Текущий счёт","D","(null)","14aa590a6630a7dd9a4233b8b8182100","М",23
"220292","f2fa92604f2c9f1f107f009706f7750a","d137f14e77bad6ddb425306754cdc74e","(null)","6000",0,"0","2010-10-08 00:00:00","(null)","(null)","Текущий счёт","D","(null)","1ca2d30ce0631cee23b98dfc2d24bdcf","М",24
"220358","f314fc7908ccd5b25e5af5e9c002c6a1","aa8ab0642f05d2fc5d0e1df311b60a5e","(null)","0",600,"0","2014-10-02 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","М",19
"220359","f314fc7908ccd5b25e5af5e9c002c6a1","1bca46eb57b10289d4bff3a5c2a51167","(null)","0",4600,"0","2014-09-10 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","М",19
"220360","f3158cb7c6668fcd16c788f961b64410","f942114743d8f5384b3b8d886b07fc67","(null)","0",0,"0","2014-09-24 00:00:00","(null)","(null)","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","Ж",19
"220361","f3158cb7c6668fcd16c788f961b64410","eb1ccf524984c663d27ccf13bbf69c4f","(null)","0",0,"(null)","2015-09-11 00:00:00","(null)","(null)","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","Ж",19
"220399","f3207e8cf4b1483812e1341da5633582","72a95e8c88802dd43c1ba9f44b33735e","(null)","0",0,"0","2012-10-27 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",21
"220408","f320d940799ac26882831f15042d11a9","522f6a616575e27150caa545472e8f16","(null)","0",100,"0","2014-04-24 00:00:00","(null)","(null)","Текущий счёт","D","(null)","0e521f30657448f205ecf7a46e4105c0","М",22
